a, b, c, d, e
92603, 311, 103, 3, 7398
92604, 348, 104, 4, 7397
92605, 385, 105, 5, 7396
92606, 422, 106, 6, 7395
92607, 459, 107, 7, 7394
92608, 496, 108, 8, 7393
92609, 533, 109, 9, 7392
92610, 570, 110, 0, 7391
92611, 607, 111, 1, 7390
92612, 644, 112, 2, 7389
92613, 681, 113, 3, 7388
92614, 718, 114, 4, 7387
92615, 755, 115, 5, 7386
92616, 792, 116, 6, 7385
92617, 829, 117, 7, 7384
92618, 866, 118, 8, 7383
92619, 903, 119, 9, 7382
92620, 940, 120, 0, 7381
92621, 977, 121, 1, 7380
92622, 14, 122, 2, 7379
92623, 51, 123, 3, 7378
92624, 88, 124, 4, 7377
92625, 125, 125, 5, 7376
92626, 162, 126, 6, 7375
92627, 199, 127, 7, 7374
92628, 236, 128, 8, 7373
92629, 273, 129, 9, 7372
92630, 310, 130, 0, 7371
92631, 347, 131, 1, 7370
92632, 384, 132, 2, 7369
92633, 421, 133, 3, 7368
92634, 458, 134, 4, 7367
92635, 495, 135, 5, 7366
92636, 532, 136, 6, 7365
92637, 569, 137, 7, 7364
92638, 606, 138, 8, 7363
92639, 643, 139, 9, 7362
92640, 680, 140, 0, 7361
92641, 717, 141, 1, 7360
92642, 754, 142, 2, 7359
92643, 791, 143, 3, 7358
92644, 828, 144, 4, 7357
92645, 865, 145, 5, 7356
92646, 902, 146, 6, 7355
92647, 939, 147, 7, 7354
92648, 976, 148, 8, 7353
92649, 13, 149, 9, 7352
92650, 50, 150, 0, 7351
92651, 87, 151, 1, 7350
92652, 124, 152, 2, 7349
92653, 161, 153, 3, 7348
92654, 198, 154, 4, 7347
92655, 235, 155, 5, 7346
92656, 272, 156, 6, 7345
92657, 309, 157, 7, 7344
92658, 346, 158, 8, 7343
92659, 383, 159, 9, 7342
92660, 420, 160, 0, 7341
92661, 457, 161, 1, 7340
92662, 494, 162, 2, 7339
92663, 531, 163, 3, 7338
92664, 568, 164, 4, 7337
92665, 605, 165, 5, 7336
92666, 642, 166, 6, 7335
92667, 679, 167, 7, 7334
92668, 716, 168, 8, 7333
92669, 753, 169, 9, 7332
92670, 790, 170, 0, 7331
92671, 827, 171, 1, 7330
92672, 864, 172, 2, 7329
92673, 901, 173, 3, 7328
92674, 938, 174, 4, 7327
92675, 975, 175, 5, 7326
92676, 12, 176, 6, 7325
92677, 49, 177, 7, 7324
92678, 86, 178, 8, 7323
92679, 123, 179, 9, 7322
92680, 160, 180, 0, 7321
92681, 197, 181, 1, 7320
92682, 234, 182, 2, 7319
92683, 271, 183, 3, 7318
92684, 308, 184, 4, 7317
92685, 345, 185, 5, 7316
92686, 382, 186, 6, 7315
92687, 419, 187, 7, 7314
92688, 456, 188, 8, 7313
92689, 493, 189, 9, 7312
92690, 530, 190, 0, 7311
92691, 567, 191, 1, 7310
92692, 604, 192, 2, 7309
92693, 641, 193, 3, 7308
92694, 678, 194, 4, 7307
92695, 715, 195, 5, 7306
92696, 752, 196, 6, 7305
92697, 789, 197, 7, 7304
92698, 826, 198, 8, 7303
92699, 863, 199, 9, 7302
92700, 900, 200, 0, 7301
92701, 937, 201, 1, 7300
92702, 974, 202, 2, 7299
92703, 11, 203, 3, 7298
92704, 48, 204, 4, 7297
92705, 85, 205, 5, 7296
92706, 122, 206, 6, 7295
92707, 159, 207, 7, 7294
92708, 196, 208, 8, 7293
92709, 233, 209, 9, 7292
92710, 270, 210, 0, 7291
92711, 307, 211, 1, 7290
92712, 344, 212, 2, 7289
92713, 381, 213, 3, 7288
92714, 418, 214, 4, 7287
92715, 455, 215, 5, 7286
92716, 492, 216, 6, 7285
92717, 529, 217, 7, 7284
92718, 566, 218, 8, 7283
92719, 603, 219, 9, 7282
92720, 640, 220, 0, 7281
92721, 677, 221, 1, 7280
92722, 714, 222, 2, 7279
92723, 751, 223, 3, 7278
92724, 788, 224, 4, 7277
92725, 825, 225, 5, 7276
92726, 862, 226, 6, 7275
92727, 899, 227, 7, 7274
92728, 936, 228, 8, 7273
92729, 973, 229, 9, 7272
92730, 10, 230, 0, 7271
92731, 47, 231, 1, 7270
92732, 84, 232, 2, 7269
92733, 121, 233, 3, 7268
92734, 158, 234, 4, 7267
92735, 195, 235, 5, 7266
92736, 232, 236, 6, 7265
92737, 269, 237, 7, 7264
92738, 306, 238, 8, 7263
92739, 343, 239, 9, 7262
92740, 380, 240, 0, 7261
92741, 417, 241, 1, 7260
92742, 454, 242, 2, 7259
92743, 491, 243, 3, 7258
92744, 528, 244, 4, 7257
92745, 565, 245, 5, 7256
92746, 602, 246, 6, 7255
92747, 639, 247, 7, 7254
92748, 676, 248, 8, 7253
92749, 713, 249, 9, 7252
92750, 750, 250, 0, 7251
92751, 787, 251, 1, 7250
92752, 824, 252, 2, 7249
92753, 861, 253, 3, 7248
92754, 898, 254, 4, 7247
92755, 935, 255, 5, 7246
92756, 972, 256, 6, 7245
92757, 9, 257, 7, 7244
92758, 46, 258, 8, 7243
92759, 83, 259, 9, 7242
92760, 120, 260, 0, 7241
92761, 157, 261, 1, 7240
92762, 194, 262, 2, 7239
92763, 231, 263, 3, 7238
92764, 268, 264, 4, 7237
92765, 305, 265, 5, 7236
92766, 342, 266, 6, 7235
92767, 379, 267, 7, 7234
92768, 416, 268, 8, 7233
92769, 453, 269, 9, 7232
92770, 490, 270, 0, 7231
92771, 527, 271, 1, 7230
92772, 564, 272, 2, 7229
92773, 601, 273, 3, 7228
92774, 638, 274, 4, 7227
92775, 675, 275, 5, 7226
92776, 712, 276, 6, 7225
92777, 749, 277, 7, 7224
92778, 786, 278, 8, 7223
92779, 823, 279, 9, 7222
92780, 860, 280, 0, 7221
92781, 897, 281, 1, 7220
92782, 934, 282, 2, 7219
92783, 971, 283, 3, 7218
92784, 8, 284, 4, 7217
92785, 45, 285, 5, 7216
92786, 82, 286, 6, 7215
92787, 119, 287, 7, 7214
92788, 156, 288, 8, 7213
92789, 193, 289, 9, 7212
92790, 230, 290, 0, 7211
92791, 267, 291, 1, 7210
92792, 304, 292, 2, 7209
92793, 341, 293, 3, 7208
92794, 378, 294, 4, 7207
92795, 415, 295, 5, 7206
92796, 452, 296, 6, 7205
92797, 489, 297, 7, 7204
92798, 526, 298, 8, 7203
92799, 563, 299, 9, 7202
92800, 600, 300, 0, 7201
92801, 637, 301, 1, 7200
92802, 674, 302, 2, 7199
92803, 711, 303, 3, 7198
92804, 748, 304, 4, 7197
92805, 785, 305, 5, 7196
92806, 822, 306, 6, 7195
92807, 859, 307, 7, 7194
92808, 896, 308, 8, 7193
92809, 933, 309, 9, 7192
92810, 970, 310, 0, 7191
92811, 7, 311, 1, 7190
92812, 44, 312, 2, 7189
92813, 81, 313, 3, 7188
92814, 118, 314, 4, 7187
92815, 155, 315, 5, 7186
92816, 192, 316, 6, 7185
92817, 229, 317, 7, 7184
92818, 266, 318, 8, 7183
92819, 303, 319, 9, 7182
92820, 340, 320, 0, 7181
92821, 377, 321, 1, 7180
92822, 414, 322, 2, 7179
92823, 451, 323, 3, 7178
92824, 488, 324, 4, 7177
92825, 525, 325, 5, 7176
92826, 562, 326, 6, 7175
92827, 599, 327, 7, 7174
92828, 636, 328, 8, 7173
92829, 673, 329, 9, 7172
92830, 710, 330, 0, 7171
92831, 747, 331, 1, 7170
92832, 784, 332, 2, 7169
92833, 821, 333, 3, 7168
92834, 858, 334, 4, 7167
92835, 895, 335, 5, 7166
92836, 932, 336, 6, 7165
92837, 969, 337, 7, 7164
92838, 6, 338, 8, 7163
92839, 43, 339, 9, 7162
92840, 80, 340, 0, 7161
92841, 117, 341, 1, 7160
92842, 154, 342, 2, 7159
92843, 191, 343, 3, 7158
92844, 228, 344, 4, 7157
92845, 265, 345, 5, 7156
92846, 302, 346, 6, 7155
92847, 339, 347, 7, 7154
92848, 376, 348, 8, 7153
92849, 413, 349, 9, 7152
92850, 450, 350, 0, 7151
92851, 487, 351, 1, 7150
92852, 524, 352, 2, 7149
92853, 561, 353, 3, 7148
92854, 598, 354, 4, 7147
92855, 635, 355, 5, 7146
92856, 672, 356, 6, 7145
92857, 709, 357, 7, 7144
92858, 746, 358, 8, 7143
92859, 783, 359, 9, 7142
92860, 820, 360, 0, 7141
92861, 857, 361, 1, 7140
92862, 894, 362, 2, 7139
92863, 931, 363, 3, 7138
92864, 968, 364, 4, 7137
92865, 5, 365, 5, 7136
92866, 42, 366, 6, 7135
92867, 79, 367, 7, 7134
92868, 116, 368, 8, 7133
92869, 153, 369, 9, 7132
92870, 190, 370, 0, 7131
92871, 227, 371, 1, 7130
92872, 264, 372, 2, 7129
92873, 301, 373, 3, 7128
92874, 338, 374, 4, 7127
92875, 375, 375, 5, 7126
92876, 412, 376, 6, 7125
92877, 449, 377, 7, 7124
92878, 486, 378, 8, 7123
92879, 523, 379, 9, 7122
92880, 560, 380, 0, 7121
92881, 597, 381, 1, 7120
92882, 634, 382, 2, 7119
92883, 671, 383, 3, 7118
92884, 708, 384, 4, 7117
92885, 745, 385, 5, 7116
92886, 782, 386, 6, 7115
92887, 819, 387, 7, 7114
92888, 856, 388, 8, 7113
92889, 893, 389, 9, 7112
92890, 930, 390, 0, 7111
92891, 967, 391, 1, 7110
92892, 4, 392, 2, 7109
92893, 41, 393, 3, 7108
92894, 78, 394, 4, 7107
92895, 115, 395, 5, 7106
92896, 152, 396, 6, 7105
92897, 189, 397, 7, 7104
92898, 226, 398, 8, 7103
92899, 263, 399, 9, 7102
92900, 300, 400, 0, 7101
92901, 337, 401, 1, 7100
92902, 374, 402, 2, 7099
92903, 411, 403, 3, 7098
92904, 448, 404, 4, 7097
92905, 485, 405, 5, 7096
92906, 522, 406, 6, 7095
92907, 559, 407, 7, 7094
92908, 596, 408, 8, 7093
92909, 633, 409, 9, 7092
92910, 670, 410, 0, 7091
92911, 707, 411, 1, 7090
92912, 744, 412, 2, 7089
92913, 781, 413, 3, 7088
92914, 818, 414, 4, 7087
92915, 855, 415, 5, 7086
92916, 892, 416, 6, 7085
92917, 929, 417, 7, 7084
92918, 966, 418, 8, 7083
92919, 3, 419, 9, 7082
92920, 40, 420, 0, 7081
92921, 77, 421, 1, 7080
92922, 114, 422, 2, 7079
92923, 151, 423, 3, 7078
92924, 188, 424, 4, 7077
92925, 225, 425, 5, 7076
92926, 262, 426, 6, 7075
92927, 299, 427, 7, 7074
92928, 336, 428, 8, 7073
92929, 373, 429, 9, 7072
92930, 410, 430, 0, 7071
92931, 447, 431, 1, 7070
92932, 484, 432, 2, 7069
92933, 521, 433, 3, 7068
92934, 558, 434, 4, 7067
92935, 595, 435, 5, 7066
92936, 632, 436, 6, 7065
92937, 669, 437, 7, 7064
92938, 706, 438, 8, 7063
92939, 743, 439, 9, 7062
92940, 780, 440, 0, 7061
92941, 817, 441, 1, 7060
92942, 854, 442, 2, 7059
92943, 891, 443, 3, 7058
92944, 928, 444, 4, 7057
92945, 965, 445, 5, 7056
92946, 2, 446, 6, 7055
92947, 39, 447, 7, 7054
92948, 76, 448, 8, 7053
92949, 113, 449, 9, 7052
92950, 150, 450, 0, 7051
92951, 187, 451, 1, 7050
92952, 224, 452, 2, 7049
92953, 261, 453, 3, 7048
92954, 298, 454, 4, 7047
92955, 335, 455, 5, 7046
92956, 372, 456, 6, 7045
92957, 409, 457, 7, 7044
92958, 446, 458, 8, 7043
92959, 483, 459, 9, 7042
92960, 520, 460, 0, 7041
92961, 557, 461, 1, 7040
92962, 594, 462, 2, 7039
92963, 631, 463, 3, 7038
92964, 668, 464, 4, 7037
92965, 705, 465, 5, 7036
92966, 742, 466, 6, 7035
92967, 779, 467, 7, 7034
92968, 816, 468, 8, 7033
92969, 853, 469, 9, 7032
92970, 890, 470, 0, 7031
92971, 927, 471, 1, 7030
92972, 964, 472, 2, 7029
92973, 1, 473, 3, 7028
92974, 38, 474, 4, 7027
92975, 75, 475, 5, 7026
92976, 112, 476, 6, 7025
92977, 149, 477, 7, 7024
92978, 186, 478, 8, 7023
92979, 223, 479, 9, 7022
92980, 260, 480, 0, 7021
92981, 297, 481, 1, 7020
92982, 334, 482, 2, 7019
92983, 371, 483, 3, 7018
92984, 408, 484, 4, 7017
92985, 445, 485, 5, 7016
92986, 482, 486, 6, 7015
92987, 519, 487, 7, 7014
92988, 556, 488, 8, 7013
92989, 593, 489, 9, 7012
92990, 630, 490, 0, 7011
92991, 667, 491, 1, 7010
92992, 704, 492, 2, 7009
92993, 741, 493, 3, 7008
92994, 778, 494, 4, 7007
92995, 815, 495, 5, 7006
92996, 852, 496, 6, 7005
92997, 889, 497, 7, 7004
92998, 926, 498, 8, 7003
92999, 963, 499, 9, 7002
93000, 0, 0, 0, 7001
93001, 37, 1, 1, 7000
93002, 74, 2, 2, 6999
93003, 111, 3, 3, 6998
93004, 148, 4, 4, 6997
93005, 185, 5, 5, 6996
93006, 222, 6, 6, 6995
93007, 259, 7, 7, 6994
93008, 296, 8, 8, 6993
93009, 333, 9, 9, 6992
93010, 370, 10, 0, 6991
93011, 407, 11, 1, 6990
93012, 444, 12, 2, 6989
93013, 481, 13, 3, 6988
93014, 518, 14, 4, 6987
93015, 555, 15, 5, 6986
93016, 592, 16, 6, 6985
93017, 629, 17, 7, 6984
93018, 666, 18, 8, 6983
93019, 703, 19, 9, 6982
93020, 740, 20, 0, 6981
93021, 777, 21, 1, 6980
93022, 814, 22, 2, 6979
93023, 851, 23, 3, 6978
93024, 888, 24, 4, 6977
93025, 925, 25, 5, 6976
93026, 962, 26, 6, 6975
93027, 999, 27, 7, 6974
93028, 36, 28, 8, 6973
93029, 73, 29, 9, 6972
93030, 110, 30, 0, 6971
93031, 147, 31, 1, 6970
93032, 184, 32, 2, 6969
93033, 221, 33, 3, 6968
93034, 258, 34, 4, 6967
93035, 295, 35, 5, 6966
93036, 332, 36, 6, 6965
93037, 369, 37, 7, 6964
93038, 406, 38, 8, 6963
93039, 443, 39, 9, 6962
93040, 480, 40, 0, 6961
93041, 517, 41, 1, 6960
93042, 554, 42, 2, 6959
93043, 591, 43, 3, 6958
93044, 628, 44, 4, 6957
93045, 665, 45, 5, 6956
93046, 702, 46, 6, 6955
93047, 739, 47, 7, 6954
93048, 776, 48, 8, 6953
93049, 813, 49, 9, 6952
93050, 850, 50, 0, 6951
93051, 887, 51, 1, 6950
93052, 924, 52, 2, 6949
93053, 961, 53, 3, 6948
93054, 998, 54, 4, 6947
93055, 35, 55, 5, 6946
93056, 72, 56, 6, 6945
93057, 109, 57, 7, 6944
93058, 146, 58, 8, 6943
93059, 183, 59, 9, 6942
93060, 220, 60, 0, 6941
93061, 257, 61, 1, 6940
93062, 294, 62, 2, 6939
93063, 331, 63, 3, 6938
93064, 368, 64, 4, 6937
93065, 405, 65, 5, 6936
93066, 442, 66, 6, 6935
93067, 479, 67, 7, 6934
93068, 516, 68, 8, 6933
93069, 553, 69, 9, 6932
93070, 590, 70, 0, 6931
93071, 627, 71, 1, 6930
93072, 664, 72, 2, 6929
93073, 701, 73, 3, 6928
93074, 738, 74, 4, 6927
93075, 775, 75, 5, 6926
93076, 812, 76, 6, 6925
93077, 849, 77, 7, 6924
93078, 886, 78, 8, 6923
93079, 923, 79, 9, 6922
93080, 960, 80, 0, 6921
93081, 997, 81, 1, 6920
93082, 34, 82, 2, 6919
93083, 71, 83, 3, 6918
93084, 108, 84, 4, 6917
93085, 145, 85, 5, 6916
93086, 182, 86, 6, 6915
93087, 219, 87, 7, 6914
93088, 256, 88, 8, 6913
93089, 293, 89, 9, 6912
93090, 330, 90, 0, 6911
93091, 367, 91, 1, 6910
93092, 404, 92, 2, 6909
93093, 441, 93, 3, 6908
93094, 478, 94, 4, 6907
93095, 515, 95, 5, 6906
93096, 552, 96, 6, 6905
93097, 589, 97, 7, 6904
93098, 626, 98, 8, 6903
93099, 663, 99, 9, 6902
93100, 700, 100, 0, 6901
93101, 737, 101, 1, 6900
93102, 774, 102, 2, 6899
93103, 811, 103, 3, 6898
93104, 848, 104, 4, 6897
93105, 885, 105, 5, 6896
93106, 922, 106, 6, 6895
93107, 959, 107, 7, 6894
93108, 996, 108, 8, 6893
93109, 33, 109, 9, 6892
93110, 70, 110, 0, 6891
93111, 107, 111, 1, 6890
93112, 144, 112, 2, 6889
93113, 181, 113, 3, 6888
93114, 218, 114, 4, 6887
93115, 255, 115, 5, 6886
93116, 292, 116, 6, 6885
93117, 329, 117, 7, 6884
93118, 366, 118, 8, 6883
93119, 403, 119, 9, 6882
93120, 440, 120, 0, 6881
93121, 477, 121, 1, 6880
93122, 514, 122, 2, 6879
93123, 551, 123, 3, 6878
93124, 588, 124, 4, 6877
93125, 625, 125, 5, 6876
93126, 662, 126, 6, 6875
93127, 699, 127, 7, 6874
93128, 736, 128, 8, 6873
93129, 773, 129, 9, 6872
93130, 810, 130, 0, 6871
93131, 847, 131, 1, 6870
93132, 884, 132, 2, 6869
93133, 921, 133, 3, 6868
93134, 958, 134, 4, 6867
93135, 995, 135, 5, 6866
93136, 32, 136, 6, 6865
93137, 69, 137, 7, 6864
93138, 106, 138, 8, 6863
93139, 143, 139, 9, 6862
93140, 180, 140, 0, 6861
93141, 217, 141, 1, 6860
93142, 254, 142, 2, 6859
93143, 291, 143, 3, 6858
93144, 328, 144, 4, 6857
93145, 365, 145, 5, 6856
93146, 402, 146, 6, 6855
93147, 439, 147, 7, 6854
93148, 476, 148, 8, 6853
93149, 513, 149, 9, 6852
93150, 550, 150, 0, 6851
93151, 587, 151, 1, 6850
93152, 624, 152, 2, 6849
93153, 661, 153, 3, 6848
93154, 698, 154, 4, 6847
93155, 735, 155, 5, 6846
93156, 772, 156, 6, 6845
93157, 809, 157, 7, 6844
93158, 846, 158, 8, 6843
93159, 883, 159, 9, 6842
93160, 920, 160, 0, 6841
93161, 957, 161, 1, 6840
93162, 994, 162, 2, 6839
93163, 31, 163, 3, 6838
93164, 68, 164, 4, 6837
93165, 105, 165, 5, 6836
93166, 142, 166, 6, 6835
93167, 179, 167, 7, 6834
93168, 216, 168, 8, 6833
93169, 253, 169, 9, 6832
93170, 290, 170, 0, 6831
93171, 327, 171, 1, 6830
93172, 364, 172, 2, 6829
93173, 401, 173, 3, 6828
93174, 438, 174, 4, 6827
93175, 475, 175, 5, 6826
93176, 512, 176, 6, 6825
93177, 549, 177, 7, 6824
93178, 586, 178, 8, 6823
93179, 623, 179, 9, 6822
93180, 660, 180, 0, 6821
93181, 697, 181, 1, 6820
93182, 734, 182, 2, 6819
93183, 771, 183, 3, 6818
93184, 808, 184, 4, 6817
93185, 845, 185, 5, 6816
93186, 882, 186, 6, 6815
93187, 919, 187, 7, 6814
93188, 956, 188, 8, 6813
93189, 993, 189, 9, 6812
93190, 30, 190, 0, 6811
93191, 67, 191, 1, 6810
93192, 104, 192, 2, 6809
93193, 141, 193, 3, 6808
93194, 178, 194, 4, 6807
93195, 215, 195, 5, 6806
93196, 252, 196, 6, 6805
93197, 289, 197, 7, 6804
93198, 326, 198, 8, 6803
93199, 363, 199, 9, 6802
93200, 400, 200, 0, 6801
93201, 437, 201, 1, 6800
93202, 474, 202, 2, 6799
93203, 511, 203, 3, 6798
93204, 548, 204, 4, 6797
93205, 585, 205, 5, 6796
93206, 622, 206, 6, 6795
93207, 659, 207, 7, 6794
93208, 696, 208, 8, 6793
93209, 733, 209, 9, 6792
93210, 770, 210, 0, 6791
93211, 807, 211, 1, 6790
93212, 844, 212, 2, 6789
93213, 881, 213, 3, 6788
93214, 918, 214, 4, 6787
93215, 955, 215, 5, 6786
93216, 992, 216, 6, 6785
93217, 29, 217, 7, 6784
93218, 66, 218, 8, 6783
93219, 103, 219, 9, 6782
93220, 140, 220, 0, 6781
93221, 177, 221, 1, 6780
93222, 214, 222, 2, 6779
93223, 251, 223, 3, 6778
93224, 288, 224, 4, 6777
93225, 325, 225, 5, 6776
93226, 362, 226, 6, 6775
93227, 399, 227, 7, 6774
93228, 436, 228, 8, 6773
93229, 473, 229, 9, 6772
93230, 510, 230, 0, 6771
93231, 547, 231, 1, 6770
93232, 584, 232, 2, 6769
93233, 621, 233, 3, 6768
93234, 658, 234, 4, 6767
93235, 695, 235, 5, 6766
93236, 732, 236, 6, 6765
93237, 769, 237, 7, 6764
93238, 806, 238, 8, 6763
93239, 843, 239, 9, 6762
93240, 880, 240, 0, 6761
93241, 917, 241, 1, 6760
93242, 954, 242, 2, 6759
93243, 991, 243, 3, 6758
93244, 28, 244, 4, 6757
93245, 65, 245, 5, 6756
93246, 102, 246, 6, 6755
93247, 139, 247, 7, 6754
93248, 176, 248, 8, 6753
93249, 213, 249, 9, 6752
93250, 250, 250, 0, 6751
93251, 287, 251, 1, 6750
93252, 324, 252, 2, 6749
93253, 361, 253, 3, 6748
93254, 398, 254, 4, 6747
93255, 435, 255, 5, 6746
93256, 472, 256, 6, 6745
93257, 509, 257, 7, 6744
93258, 546, 258, 8, 6743
93259, 583, 259, 9, 6742
93260, 620, 260, 0, 6741
93261, 657, 261, 1, 6740
93262, 694, 262, 2, 6739
93263, 731, 263, 3, 6738
93264, 768, 264, 4, 6737
93265, 805, 265, 5, 6736
93266, 842, 266, 6, 6735
93267, 879, 267, 7, 6734
93268, 916, 268, 8, 6733
93269, 953, 269, 9, 6732
93270, 990, 270, 0, 6731
93271, 27, 271, 1, 6730
93272, 64, 272, 2, 6729
93273, 101, 273, 3, 6728
93274, 138, 274, 4, 6727
93275, 175, 275, 5, 6726
93276, 212, 276, 6, 6725
93277, 249, 277, 7, 6724
93278, 286, 278, 8, 6723
93279, 323, 279, 9, 6722
93280, 360, 280, 0, 6721
93281, 397, 281, 1, 6720
93282, 434, 282, 2, 6719
93283, 471, 283, 3, 6718
93284, 508, 284, 4, 6717
93285, 545, 285, 5, 6716
93286, 582, 286, 6, 6715
93287, 619, 287, 7, 6714
93288, 656, 288, 8, 6713
93289, 693, 289, 9, 6712
93290, 730, 290, 0, 6711
93291, 767, 291, 1, 6710
93292, 804, 292, 2, 6709
93293, 841, 293, 3, 6708
93294, 878, 294, 4, 6707
93295, 915, 295, 5, 6706
93296, 952, 296, 6, 6705
93297, 989, 297, 7, 6704
93298, 26, 298, 8, 6703
93299, 63, 299, 9, 6702
93300, 100, 300, 0, 6701
93301, 137, 301, 1, 6700
93302, 174, 302, 2, 6699
93303, 211, 303, 3, 6698
93304, 248, 304, 4, 6697
93305, 285, 305, 5, 6696
93306, 322, 306, 6, 6695
93307, 359, 307, 7, 6694
93308, 396, 308, 8, 6693
93309, 433, 309, 9, 6692
93310, 470, 310, 0, 6691
93311, 507, 311, 1, 6690
93312, 544, 312, 2, 6689
93313, 581, 313, 3, 6688
93314, 618, 314, 4, 6687
93315, 655, 315, 5, 6686
93316, 692, 316, 6, 6685
93317, 729, 317, 7, 6684
93318, 766, 318, 8, 6683
93319, 803, 319, 9, 6682
93320, 840, 320, 0, 6681
93321, 877, 321, 1, 6680
93322, 914, 322, 2, 6679
93323, 951, 323, 3, 6678
93324, 988, 324, 4, 6677
93325, 25, 325, 5, 6676
93326, 62, 326, 6, 6675
93327, 99, 327, 7, 6674
93328, 136, 328, 8, 6673
93329, 173, 329, 9, 6672
93330, 210, 330, 0, 6671
93331, 247, 331, 1, 6670
93332, 284, 332, 2, 6669
93333, 321, 333, 3, 6668
93334, 358, 334, 4, 6667
93335, 395, 335, 5, 6666
93336, 432, 336, 6, 6665
93337, 469, 337, 7, 6664
93338, 506, 338, 8, 6663
93339, 543, 339, 9, 6662
93340, 580, 340, 0, 6661
93341, 617, 341, 1, 6660
93342, 654, 342, 2, 6659
93343, 691, 343, 3, 6658
93344, 728, 344, 4, 6657
93345, 765, 345, 5, 6656
93346, 802, 346, 6, 6655
93347, 839, 347, 7, 6654
93348, 876, 348, 8, 6653
93349, 913, 349, 9, 6652
93350, 950, 350, 0, 6651
93351, 987, 351, 1, 6650
93352, 24, 352, 2, 6649
93353, 61, 353, 3, 6648
93354, 98, 354, 4, 6647
93355, 135, 355, 5, 6646
93356, 172, 356, 6, 6645
93357, 209, 357, 7, 6644
93358, 246, 358, 8, 6643
93359, 283, 359, 9, 6642
93360, 320, 360, 0, 6641
93361, 357, 361, 1, 6640
93362, 394, 362, 2, 6639
93363, 431, 363, 3, 6638
93364, 468, 364, 4, 6637
93365, 505, 365, 5, 6636
93366, 542, 366, 6, 6635
93367, 579, 367, 7, 6634
93368, 616, 368, 8, 6633
93369, 653, 369, 9, 6632
93370, 690, 370, 0, 6631
93371, 727, 371, 1, 6630
93372, 764, 372, 2, 6629
93373, 801, 373, 3, 6628
93374, 838, 374, 4, 6627
93375, 875, 375, 5, 6626
93376, 912, 376, 6, 6625
93377, 949, 377, 7, 6624
93378, 986, 378, 8, 6623
93379, 23, 379, 9, 6622
93380, 60, 380, 0, 6621
93381, 97, 381, 1, 6620
93382, 134, 382, 2, 6619
93383, 171, 383, 3, 6618
93384, 208, 384, 4, 6617
93385, 245, 385, 5, 6616
93386, 282, 386, 6, 6615
93387, 319, 387, 7, 6614
93388, 356, 388, 8, 6613
93389, 393, 389, 9, 6612
93390, 430, 390, 0, 6611
93391, 467, 391, 1, 6610
93392, 504, 392, 2, 6609
93393, 541, 393, 3, 6608
93394, 578, 394, 4, 6607
93395, 615, 395, 5, 6606
93396, 652, 396, 6, 6605
93397, 689, 397, 7, 6604
93398, 726, 398, 8, 6603
93399, 763, 399, 9, 6602
93400, 800, 400, 0, 6601
93401, 837, 401, 1, 6600
93402, 874, 402, 2, 6599
93403, 911, 403, 3, 6598
93404, 948, 404, 4, 6597
93405, 985, 405, 5, 6596
93406, 22, 406, 6, 6595
93407, 59, 407, 7, 6594
93408, 96, 408, 8, 6593
93409, 133, 409, 9, 6592
93410, 170, 410, 0, 6591
93411, 207, 411, 1, 6590
93412, 244, 412, 2, 6589
93413, 281, 413, 3, 6588
93414, 318, 414, 4, 6587
93415, 355, 415, 5, 6586
93416, 392, 416, 6, 6585
93417, 429, 417, 7, 6584
93418, 466, 418, 8, 6583
93419, 503, 419, 9, 6582
93420, 540, 420, 0, 6581
93421, 577, 421, 1, 6580
93422, 614, 422, 2, 6579
93423, 651, 423, 3, 6578
93424, 688, 424, 4, 6577
93425, 725, 425, 5, 6576
93426, 762, 426, 6, 6575
93427, 799, 427, 7, 6574
93428, 836, 428, 8, 6573
93429, 873, 429, 9, 6572
93430, 910, 430, 0, 6571
93431, 947, 431, 1, 6570
93432, 984, 432, 2, 6569
93433, 21, 433, 3, 6568
93434, 58, 434, 4, 6567
93435, 95, 435, 5, 6566
93436, 132, 436, 6, 6565
93437, 169, 437, 7, 6564
93438, 206, 438, 8, 6563
93439, 243, 439, 9, 6562
93440, 280, 440, 0, 6561
93441, 317, 441, 1, 6560
93442, 354, 442, 2, 6559
93443, 391, 443, 3, 6558
93444, 428, 444, 4, 6557
93445, 465, 445, 5, 6556
93446, 502, 446, 6, 6555
93447, 539, 447, 7, 6554
93448, 576, 448, 8, 6553
93449, 613, 449, 9, 6552
93450, 650, 450, 0, 6551
93451, 687, 451, 1, 6550
93452, 724, 452, 2, 6549
93453, 761, 453, 3, 6548
93454, 798, 454, 4, 6547
93455, 835, 455, 5, 6546
93456, 872, 456, 6, 6545
93457, 909, 457, 7, 6544
93458, 946, 458, 8, 6543
93459, 983, 459, 9, 6542
93460, 20, 460, 0, 6541
93461, 57, 461, 1, 6540
93462, 94, 462, 2, 6539
93463, 131, 463, 3, 6538
93464, 168, 464, 4, 6537
93465, 205, 465, 5, 6536
93466, 242, 466, 6, 6535
93467, 279, 467, 7, 6534
93468, 316, 468, 8, 6533
93469, 353, 469, 9, 6532
93470, 390, 470, 0, 6531
93471, 427, 471, 1, 6530
93472, 464, 472, 2, 6529
93473, 501, 473, 3, 6528
93474, 538, 474, 4, 6527
93475, 575, 475, 5, 6526
93476, 612, 476, 6, 6525
